source_file,metric_group,group_value,metric_name,metric_value
gemma_least_to_most_lemmatized_results,window_size,9.0,macro_recall,0.3291326607116081
gemma_least_to_most_lemmatized_results,window_size,9.0,macro_f1,0.3204388901477631
gemma_least_to_most_lemmatized_results,window_size,11.0,accuracy,0.456973293768546
gemma_least_to_most_lemmatized_results,window_size,11.0,macro_precision,0.3154255639398216
gemma_least_to_most_lemmatized_results,window_size,11.0,macro_recall,0.304681635387363
gemma_least_to_most_lemmatized_results,window_size,11.0,macro_f1,0.3025241034374087
gemma_2_shot_results,window_size,1.0,accuracy,0.5871670702179177
gemma_2_shot_results,window_size,1.0,macro_precision,0.4578754230388409
gemma_2_shot_results,window_size,1.0,macro_recall,0.4407925697286855
gemma_2_shot_results,window_size,1.0,macro_f1,0.4434764690427489
gemma_2_shot_results,window_size,3.0,accuracy,0.5749656121045392
gemma_2_shot_results,window_size,3.0,macro_precision,0.4438572854960275
gemma_2_shot_results,window_size,3.0,macro_recall,0.4601829453326658
gemma_2_shot_results,window_size,3.0,macro_f1,0.4495957533112902
gemma_2_shot_results,window_size,5.0,accuracy,0.5525902668759811
gemma_2_shot_results,window_size,5.0,macro_precision,0.4348388436975354
gemma_2_shot_results,window_size,5.0,macro_recall,0.4427279590459476
gemma_2_shot_results,window_size,5.0,macro_f1,0.4362181354189965
gemma_2_shot_results,window_size,7.0,accuracy,0.5601503759398496
gemma_2_shot_results,window_size,7.0,macro_precision,0.4378493219107046
gemma_2_shot_results,window_size,7.0,macro_recall,0.4502666428170507
gemma_2_shot_results,window_size,7.0,macro_f1,0.4416774090945072
gemma_2_shot_results,window_size,9.0,accuracy,0.5734597156398105
gemma_2_shot_results,window_size,9.0,macro_precision,0.4642381614367821
gemma_2_shot_results,window_size,9.0,macro_recall,0.4894656513077565
gemma_2_shot_results,window_size,9.0,macro_f1,0.4741239180455473
gemma_2_shot_results,window_size,11.0,accuracy,0.5370919881305638
gemma_2_shot_results,window_size,11.0,macro_precision,0.428582956934752
gemma_2_shot_results,window_size,11.0,macro_recall,0.4470219805123608
gemma_2_shot_results,window_size,11.0,macro_f1,0.4340093698482778
gemma_2_shot_structured_results,window_size,1.0,accuracy,0.5750605326876513
gemma_2_shot_structured_results,window_size,1.0,macro_precision,0.1383972327224335
gemma_2_shot_structured_results,window_size,1.0,macro_recall,0.1346928533219607
gemma_2_shot_structured_results,window_size,1.0,macro_f1,0.1359055151381788
gemma_2_shot_structured_results,window_size,3.0,accuracy,0.5557083906464925
